event_id,emp_id,period_start,period_end,hours_regular,hours_overtime,gross_pay,deductions,net_pay,jurisdiction,is_anomaly,anomaly_type
PE-EMP-00220-04,EMP-00220,2025-04-01,2025-04-30,151.4,4.9,4063.89,767.66,3296.23,CA,False,none
PE-EMP-00220-05,EMP-00220,2025-05-01,2025-05-30,165.5,11.7,4308.97,838.67,3470.3,CA,False,none
PE-EMP-00220-06,EMP-00220,2025-05-31,2025-06-29,162.3,4.1,4033.46,765.53,3267.93,CA,False,none
PE-EMP-00221-01,EMP-00221,2025-01-01,2025-01-30,167.4,0.0,6885.0,1392.3,5492.7,CA,False,none
PE-EMP-00221-02,EMP-00221,2025-01-31,2025-03-01,166.6,0.0,6885.0,1778.21,5106.79,CA,False,none
PE-EMP-00221-03,EMP-00221,2025-03-02,2025-03-31,143.5,0.0,6885.0,1601.78,5283.22,CA,False,none
PE-EMP-00221-04,EMP-00221,2025-04-01,2025-04-30,164.5,0.0,6885.0,1644.71,5240.29,CA,False,none
PE-EMP-00221-05,EMP-00221,2025-05-01,2025-05-30,162.6,0.0,6885.0,1305.08,5579.92,CA,False,none
PE-EMP-00221-06,EMP-00221,2025-05-31,2025-06-29,149.8,0.0,6885.0,1633.23,5251.77,CA,False,none
PE-EMP-00222-01,EMP-00222,2025-01-01,2025-01-30,147.9,0.0,8058.0,1668.86,6389.14,TX,False,none
PE-EMP-00222-02,EMP-00222,2025-01-31,2025-03-01,142.8,0.0,8058.0,1489.09,6568.91,TX,False,none
PE-EMP-00222-03,EMP-00222,2025-03-02,2025-03-31,148.9,0.0,8058.0,2056.3,6001.7,TX,False,none
PE-EMP-00222-04,EMP-00222,2025-04-01,2025-04-30,145.1,0.0,8058.0,2099.98,5958.02,TX,False,none
PE-EMP-00222-05,EMP-00222,2025-05-01,2025-05-30,159.0,0.0,8058.0,2086.01,5971.99,TX,False,none
PE-EMP-00222-06,EMP-00222,2025-05-31,2025-06-29,155.4,0.0,8058.0,2161.17,5896.83,TX,False,none
PE-EMP-00223-01,EMP-00223,2025-01-01,2025-01-30,151.3,0.0,8464.0,2024.85,6439.15,UK_national,False,none
PE-EMP-00223-02,EMP-00223,2025-01-31,2025-03-01,147.3,0.0,8464.0,2104.71,6359.29,UK_national,False,none
PE-EMP-00223-03,EMP-00223,2025-03-02,2025-03-31,160.0,0.0,8464.0,2080.08,6383.92,UK_national,False,none
PE-EMP-00223-04,EMP-00223,2025-04-01,2025-04-30,144.0,0.0,8464.0,2003.9,6460.1,UK_national,False,none
PE-EMP-00223-05,EMP-00223,2025-05-01,2025-05-30,147.5,0.0,11619.27,2300.89,6163.11,UK_national,True,rate_violation
PE-EMP-00223-06,EMP-00223,2025-05-31,2025-06-29,157.9,0.0,8464.0,1836.82,6627.18,UK_national,False,none
PE-EMP-00224-01,EMP-00224,2025-01-01,2025-01-30,161.8,10.2,7443.07,1651.05,5792.02,federal,False,none
PE-EMP-00224-02,EMP-00224,2025-01-31,2025-03-01,152.8,6.6,7214.45,1553.99,5660.46,federal,False,none
PE-EMP-00224-03,EMP-00224,2025-03-02,2025-03-31,153.1,4.3,7069.07,1945.84,5123.23,federal,False,none
PE-EMP-00224-04,EMP-00224,2025-04-01,2025-04-30,154.6,10.8,7481.53,2037.83,5443.7,federal,False,none
PE-EMP-00224-05,EMP-00224,2025-05-01,2025-05-30,146.4,9.5,7402.38,1396.79,6005.59,federal,False,none
PE-EMP-00224-06,EMP-00224,2025-05-31,2025-06-29,148.6,11.6,7531.32,1992.22,5539.1,federal,False,none
PE-EMP-00225-01,EMP-00225,2025-01-01,2025-01-30,157.8,0.0,7461.0,1400.2,6060.8,TX,False,none
PE-EMP-00225-02,EMP-00225,2025-01-31,2025-03-01,146.7,0.0,7461.0,1412.84,6048.16,TX,False,none
PE-EMP-00225-03,EMP-00225,2025-03-02,2025-03-31,156.1,0.0,7461.0,1406.09,6054.91,TX,False,none
PE-EMP-00225-04,EMP-00225,2025-04-01,2025-04-30,148.0,0.0,7461.0,2036.55,5424.45,TX,False,none
PE-EMP-00225-05,EMP-00225,2025-05-01,2025-05-30,162.6,0.0,7461.0,1350.96,6110.04,TX,False,none
PE-EMP-00225-06,EMP-00225,2025-05-31,2025-06-29,166.6,0.0,7461.0,1848.11,5612.89,TX,False,none
PE-EMP-00226-01,EMP-00226,2025-01-01,2025-01-30,166.1,0.0,8677.0,1680.24,6996.76,DE_national,False,none
PE-EMP-00226-02,EMP-00226,2025-01-31,2025-03-01,153.9,0.0,8677.0,2156.34,6520.66,DE_national,False,none
PE-EMP-00226-03,EMP-00226,2025-03-02,2025-03-31,158.9,0.0,8677.0,2023.83,6653.17,DE_national,False,none
PE-EMP-00226-04,EMP-00226,2025-04-01,2025-04-30,143.5,0.0,8677.0,1573.92,7103.08,DE_national,False,none
PE-EMP-00226-05,EMP-00226,2025-05-01,2025-05-30,145.3,0.0,8677.0,2283.26,6393.74,DE_national,False,none
PE-EMP-00226-06,EMP-00226,2025-05-31,2025-06-29,140.2,0.0,8677.0,1930.61,6746.39,DE_national,False,none
PE-EMP-00227-01,EMP-00227,2025-01-01,2025-01-30,155.0,5.2,4110.21,1148.48,2961.73,WA,False,none
PE-EMP-00227-02,EMP-00227,2025-01-31,2025-03-01,158.5,13.8,4427.4,1239.3,3188.1,WA,False,none
PE-EMP-00227-03,EMP-00227,2025-03-02,2025-03-31,166.5,10.3,4297.1,791.68,3505.42,WA,False,none
PE-EMP-00227-04,EMP-00227,2025-04-01,2025-04-30,152.6,2.5,4012.9,1095.6,2917.3,WA,False,none
PE-EMP-00227-05,EMP-00227,2025-05-01,2025-05-30,161.4,13.6,4418.22,872.52,3545.7,WA,False,none
PE-EMP-00227-06,EMP-00227,2025-05-31,2025-06-29,150.3,2.0,3993.49,859.91,3133.58,WA,False,none
PE-EMP-00228-01,EMP-00228,2025-01-01,2025-01-30,141.4,0.0,8290.0,1902.98,6387.02,NY,False,none
PE-EMP-00228-02,EMP-00228,2025-01-31,2025-03-01,144.8,0.0,8290.0,2296.1,5993.9,NY,False,none
PE-EMP-00228-03,EMP-00228,2025-03-02,2025-03-31,149.5,0.0,8290.0,2055.14,6234.86,NY,False,none
PE-EMP-00228-04,EMP-00228,2025-04-01,2025-04-30,163.3,0.0,8290.0,2197.49,6092.51,NY,False,none
PE-EMP-00228-05,EMP-00228,2025-05-01,2025-05-30,164.0,0.0,8290.0,1732.66,6557.34,NY,False,none
PE-EMP-00228-06,EMP-00228,2025-05-31,2025-06-29,153.5,0.0,8290.0,1711.68,6578.32,NY,False,none
PE-EMP-00229-01,EMP-00229,2025-01-01,2025-01-30,140.1,9.5,4468.27,980.17,3488.1,FL,False,none
PE-EMP-00229-02,EMP-00229,2025-01-31,2025-03-01,165.8,13.9,4640.21,1280.3,3359.91,FL,False,none
PE-EMP-00229-03,EMP-00229,2025-03-02,2025-03-31,154.4,13.4,4619.61,1263.65,3355.96,FL,False,none
PE-EMP-00229-04,EMP-00229,2025-04-01,2025-04-30,165.0,12.7,4593.61,853.26,3740.35,FL,False,none
PE-EMP-00229-05,EMP-00229,2025-05-01,2025-05-30,140.2,6.9,4369.68,916.91,3452.77,FL,False,none
PE-EMP-00229-06,EMP-00229,2025-05-31,2025-06-29,143.0,5.2,4305.83,1086.12,3219.71,FL,False,none
PE-EMP-00230-01,EMP-00230,2025-01-01,2025-01-30,151.3,0.0,8968.0,1622.19,7345.81,WA,False,none
PE-EMP-00230-02,EMP-00230,2025-01-31,2025-03-01,152.1,0.0,8968.0,1791.4,7176.6,WA,False,none
PE-EMP-00230-03,EMP-00230,2025-03-02,2025-03-31,154.8,0.0,8968.0,2420.02,6547.98,WA,False,none
PE-EMP-00230-04,EMP-00230,2025-04-01,2025-04-30,151.5,0.0,8968.0,2433.12,6534.88,WA,False,none
PE-EMP-00230-05,EMP-00230,2025-05-01,2025-05-30,140.2,0.0,8968.0,2304.28,6663.72,WA,False,none
PE-EMP-00230-06,EMP-00230,2025-05-31,2025-06-29,147.0,0.0,8968.0,2036.36,6931.64,WA,False,none
PE-EMP-00231-01,EMP-00231,2025-01-01,2025-01-30,150.5,5.5,6435.8,1732.64,4703.16,federal,False,none
PE-EMP-00231-02,EMP-00231,2025-01-31,2025-03-01,155.0,4.0,6354.0,1772.37,4581.63,federal,False,none
PE-EMP-00231-03,EMP-00231,2025-03-02,2025-03-31,158.4,6.6,6500.24,1260.96,5239.28,federal,False,none
PE-EMP-00231-04,EMP-00231,2025-04-01,2025-04-30,160.9,0.1,6127.0,1644.23,4482.77,federal,False,none
PE-EMP-00231-05,EMP-00231,2025-05-01,2025-05-30,159.9,1.7,6217.27,1296.24,4921.03,federal,False,none
PE-EMP-00231-06-DUP,EMP-00231,2025-05-31,2025-06-29,143.7,6.3,6484.49,1381.98,5102.51,federal,True,duplicate_payment
PE-EMP-00232-01,EMP-00232,2025-01-01,2025-01-30,140.9,10.0,4472.08,1229.1,3242.98,TX,False,none
PE-EMP-00232-02,EMP-00232,2025-01-31,2025-03-01,166.9,14.7,4654.2,893.04,3761.16,TX,False,none
PE-EMP-00232-03,EMP-00232,2025-03-02,2025-03-31,153.7,7.4,4373.96,1085.5,3288.46,TX,False,none
PE-EMP-00232-04,EMP-00232,2025-04-01,2025-04-30,143.6,11.3,4520.89,1166.54,3354.35,TX,False,none
PE-EMP-00232-05,EMP-00232,2025-05-01,2025-05-30,151.2,10.9,4506.46,1145.49,3360.97,TX,False,none
PE-EMP-00232-06,EMP-00232,2025-05-31,2025-06-29,163.1,2.0,4164.57,1148.45,3016.12,TX,False,none
PE-EMP-00233-01,EMP-00233,2025-01-01,2025-01-30,162.2,1.9,7004.06,1501.75,5502.31,UK_national,False,none
PE-EMP-00233-02,EMP-00233,2025-01-31,2025-03-01,140.4,10.3,7544.39,1397.25,6147.14,UK_national,False,none
PE-EMP-00233-03,EMP-00233,2025-03-02,2025-03-31,163.2,6.4,7297.82,1749.35,5548.47,UK_national,False,none
PE-EMP-00233-04,EMP-00233,2025-04-01,2025-04-30,140.2,7.2,7346.72,1529.75,5816.97,UK_national,False,none
PE-EMP-00233-05,EMP-00233,2025-05-01,2025-05-30,142.3,6.4,7297.13,1764.16,5532.97,UK_national,False,none
PE-EMP-00233-06,EMP-00233,2025-05-31,2025-06-29,160.4,2.8,7062.84,1469.88,5592.96,UK_national,False,none
PE-EMP-00234-01,EMP-00234,2025-01-01,2025-01-30,143.2,4.0,4751.8,1188.4,3563.4,NY,False,none
PE-EMP-00234-02,EMP-00234,2025-01-31,2025-03-01,158.7,6.4,4858.53,1104.78,3753.75,NY,False,none
PE-EMP-00234-03,EMP-00234,2025-03-02,2025-03-31,161.9,1.5,4648.41,1176.26,3472.15,NY,False,none
PE-EMP-00234-04,EMP-00234,2025-04-01,2025-04-30,157.1,2.8,4703.57,1248.74,3454.83,NY,False,none
PE-EMP-00234-05,EMP-00234,2025-05-01,2025-05-30,157.6,2.2,4677.83,898.36,3779.47,NY,False,none
PE-EMP-00234-06,EMP-00234,2025-05-31,2025-06-29,151.2,4.1,4758.46,947.97,3810.49,NY,False,none
PE-EMP-00235-01,EMP-00235,2025-01-01,2025-01-30,144.1,0.0,7596.0,1380.7,6215.3,UK_national,False,none
PE-EMP-00235-02,EMP-00235,2025-01-31,2025-03-01,145.6,0.0,7596.0,2023.84,5572.16,UK_national,False,none
PE-EMP-00235-03,EMP-00235,2025-03-02,2025-03-31,150.6,0.0,7596.0,1766.05,5829.95,UK_national,False,none
PE-EMP-00235-04,EMP-00235,2025-04-01,2025-04-30,159.6,0.0,7596.0,2111.78,5484.22,UK_national,False,none
PE-EMP-00235-05,EMP-00235,2025-05-01,2025-05-30,146.2,0.0,7596.0,1690.93,5905.07,UK_national,False,none
PE-EMP-00235-06,EMP-00235,2025-05-31,2025-06-29,141.7,0.0,7596.0,1691.68,5904.32,UK_national,False,none
PE-EMP-00236-01,EMP-00236,2025-01-01,2025-01-30,141.4,1.7,4589.95,993.07,3596.88,TX,False,none
PE-EMP-00236-02,EMP-00236,2025-01-31,2025-03-01,166.4,10.7,4972.3,1017.81,3954.49,TX,False,none
PE-EMP-00236-03,EMP-00236,2025-03-02,2025-03-31,165.1,2.7,4635.53,834.64,3800.89,TX,False,none
PE-EMP-00236-04,EMP-00236,2025-04-01,2025-04-30,158.5,4.8,4724.44,985.2,3739.24,TX,False,none
PE-EMP-00236-05,EMP-00236,2025-05-01,2025-05-30,147.8,9.1,4905.52,1094.38,3811.14,TX,False,none
PE-EMP-00236-06,EMP-00236,2025-05-31,2025-06-29,147.1,7.4,4832.27,1031.34,3800.93,TX,False,none
PE-EMP-00237-01,EMP-00237,2025-01-01,2025-01-30,143.1,10.0,4993.34,1239.83,3753.51,UK_national,False,none
PE-EMP-00237-02,EMP-00237,2025-01-31,2025-03-01,161.6,2.0,4647.63,1004.15,3643.48,UK_national,False,none
PE-EMP-00237-03,EMP-00237,2025-03-02,2025-03-31,162.7,11.1,5040.82,1204.21,3836.61,UK_national,False,none
PE-EMP-00237-04,EMP-00237,2025-04-01,2025-04-30,156.9,3.6,4716.91,979.21,3737.7,UK_national,False,none
PE-EMP-00237-05,EMP-00237,2025-05-01,2025-05-30,156.4,1.3,4619.99,880.74,3739.25,UK_national,False,none
PE-EMP-00237-06,EMP-00237,2025-05-31,2025-06-29,157.6,9.0,4950.27,911.36,4038.91,UK_national,False,none
PE-EMP-00238-01,EMP-00238,2025-01-01,2025-01-30,167.1,13.3,7201.26,1884.86,5316.4,NY,False,none
PE-EMP-00238-02,EMP-00238,2025-01-31,2025-03-01,145.4,6.7,6806.51,1292.31,5514.2,NY,False,none
PE-EMP-00238-03,EMP-00238,2025-03-02,2025-03-31,166.4,9.3,6962.54,1463.16,5499.38,NY,False,none
PE-EMP-00238-04,EMP-00238,2025-04-01,2025-04-30,153.3,11.4,7090.42,1654.59,5435.83,NY,False,none
PE-EMP-00238-05,EMP-00238,2025-05-01,2025-05-30,144.3,1.9,6520.14,1446.31,5073.83,NY,False,none
PE-EMP-00238-06,EMP-00238,2025-05-31,2025-06-29,159.9,13.4,7208.05,1844.8,5363.25,NY,False,none
PE-EMP-00239-01,EMP-00239,2025-01-01,2025-01-30,163.7,0.0,6778.0,1599.84,5178.16,TX,False,none
PE-EMP-00239-02,EMP-00239,2025-01-31,2025-03-01,149.7,0.0,6778.0,1468.12,5309.88,TX,False,none
PE-EMP-00239-03,EMP-00239,2025-03-02,2025-03-31,157.6,0.0,6778.0,1299.63,5478.37,TX,False,none
PE-EMP-00239-04,EMP-00239,2025-04-01,2025-04-30,152.2,0.0,6778.0,1547.3,5230.7,TX,False,none
PE-EMP-00239-05,EMP-00239,2025-05-01,2025-05-30,154.7,0.0,6778.0,1865.61,4912.39,TX,False,none
PE-EMP-00239-06,EMP-00239,2025-05-31,2025-06-29,162.1,0.0,6778.0,1333.19,5444.81,TX,False,none
PE-EMP-00240-01,EMP-00240,2025-01-01,2025-01-30,147.7,0.0,8744.0,2419.89,6324.11,federal,False,none
PE-EMP-00240-02,EMP-00240,2025-01-31,2025-03-01,148.1,0.0,8744.0,2409.67,6334.33,federal,False,none
PE-EMP-00240-03,EMP-00240,2025-03-02,2025-03-31,141.7,0.0,8744.0,2424.25,6319.75,federal,False,none
PE-EMP-00240-04,EMP-00240,2025-04-01,2025-04-30,145.3,0.0,8744.0,2286.15,6457.85,federal,False,none
PE-EMP-00240-05,EMP-00240,2025-05-01,2025-05-30,153.9,0.0,8744.0,2039.51,6704.49,federal,False,none
PE-EMP-00240-06,EMP-00240,2025-05-31,2025-06-29,154.4,0.0,15110.77,1639.49,7104.51,federal,True,rate_violation
PE-EMP-00241-01,EMP-00241,2025-01-01,2025-01-30,152.3,7.6,6646.17,1570.16,5076.01,WA,False,none
PE-EMP-00241-02,EMP-00241,2025-01-31,2025-03-01,150.9,9.1,6731.59,1350.98,5380.61,WA,False,none
PE-EMP-00241-03,EMP-00241,2025-03-02,2025-03-31,140.1,8.6,6700.78,1602.9,5097.88,WA,False,none
PE-EMP-00241-04,EMP-00241,2025-04-01,2025-04-30,140.2,13.9,7011.91,1621.71,5390.2,WA,False,none
PE-EMP-00241-05,EMP-00241,2025-05-01,2025-05-30,154.1,10.8,6830.46,1406.28,5424.18,WA,False,none
PE-EMP-00241-06,EMP-00241,2025-05-31,2025-06-29,163.9,4.4,6460.48,1336.36,5124.12,WA,False,none
PE-EMP-00242-01,EMP-00242,2025-01-01,2025-01-30,143.3,0.0,8274.0,1674.6,6599.4,TX,False,none
PE-EMP-00242-02,EMP-00242,2025-01-31,2025-03-01,154.9,0.0,8274.0,1730.79,6543.21,TX,False,none
PE-EMP-00242-03,EMP-00242,2025-03-02,2025-03-31,157.9,0.0,8274.0,2268.77,6005.23,TX,False,none
PE-EMP-00242-04,EMP-00242,2025-04-01,2025-04-30,147.8,0.0,8274.0,1599.34,6674.66,TX,False,none
PE-EMP-00242-05,EMP-00242,2025-05-01,2025-05-30,164.5,0.0,8274.0,1531.95,6742.05,TX,False,none
PE-EMP-00242-06,EMP-00242,2025-05-31,2025-06-29,167.4,0.0,8274.0,2308.06,5965.94,TX,False,none
PE-EMP-00243-01,EMP-00243,2025-01-01,2025-01-30,145.9,1.7,3916.97,959.13,2957.84,federal,False,none
PE-EMP-00243-02,EMP-00243,2025-01-31,2025-03-01,157.7,14.6,4380.91,930.75,3450.16,federal,False,none
PE-EMP-00243-03,EMP-00243,2025-03-02,2025-03-31,166.5,13.3,4333.09,894.37,3438.72,federal,False,none
PE-EMP-00243-04,EMP-00243,2025-04-01,2025-04-30,143.7,13.5,4340.87,909.37,3431.5,federal,True,ghost_employee
PE-EMP-00243-05,EMP-00243,2025-05-01,2025-05-30,167.6,9.4,4193.25,759.15,3434.1,federal,False,none
PE-EMP-00243-06,EMP-00243,2025-05-31,2025-06-29,150.0,11.0,4249.9,883.85,3366.05,federal,False,none
PE-EMP-00244-01,EMP-00244,2025-01-01,2025-01-30,147.2,0.0,8815.0,1600.49,7214.51,WA,False,none
PE-EMP-00244-02,EMP-00244,2025-01-31,2025-03-01,158.4,0.0,8815.0,2351.83,6463.17,WA,False,none
PE-EMP-00244-03,EMP-00244,2025-03-02,2025-03-31,166.3,0.0,8815.0,2100.84,6714.16,WA,False,none
PE-EMP-00244-04,EMP-00244,2025-04-01,2025-04-30,160.2,0.0,8815.0,2193.27,6621.73,WA,False,none
PE-EMP-00244-05,EMP-00244,2025-05-01,2025-05-30,166.5,0.0,8815.0,1813.55,7001.45,WA,False,none
PE-EMP-00244-06,EMP-00244,2025-05-31,2025-06-29,157.5,0.0,8815.0,2119.43,6695.57,WA,False,none
PE-EMP-00245-01,EMP-00245,2025-01-01,2025-01-30,145.8,0.0,7617.0,1707.87,5909.13,NY,False,none
PE-EMP-00245-02,EMP-00245,2025-01-31,2025-03-01,149.1,0.0,7617.0,1526.38,6090.62,NY,False,none
PE-EMP-00245-03,EMP-00245,2025-03-02,2025-03-31,157.6,0.0,7617.0,2024.77,5592.23,NY,False,none
PE-EMP-00245-04,EMP-00245,2025-04-01,2025-04-30,151.1,0.0,7617.0,1710.82,5906.18,NY,False,none
PE-EMP-00245-05,EMP-00245,2025-05-01,2025-05-30,160.4,0.0,7617.0,1701.56,5915.44,NY,False,none
PE-EMP-00245-06,EMP-00245,2025-05-31,2025-06-29,144.2,0.0,7617.0,1735.92,5881.08,NY,False,none
PE-EMP-00246-01,EMP-00246,2025-01-01,2025-01-30,153.9,6.9,4845.0,1267.26,3577.74,federal,False,none
PE-EMP-00246-02,EMP-00246,2025-01-31,2025-03-01,144.9,8.5,4915.57,1348.52,3567.05,federal,False,none
PE-EMP-00246-03,EMP-00246,2025-03-02,2025-03-31,145.1,4.2,4731.5,998.42,3733.08,federal,False,none
PE-EMP-00246-04,EMP-00246,2025-04-01,2025-04-30,164.8,12.3,5074.19,1262.14,3812.05,federal,False,none
PE-EMP-00246-05,EMP-00246,2025-05-01,2025-05-30,145.3,2.2,4642.85,1033.68,3609.17,federal,False,none
PE-EMP-00246-06,EMP-00246,2025-05-31,2025-06-29,152.7,9.7,4963.87,1093.29,3870.58,federal,False,none
PE-EMP-00247-01,EMP-00247,2025-01-01,2025-01-30,160.3,0.0,8594.0,1664.91,6929.09,DE_national,False,none
PE-EMP-00247-02,EMP-00247,2025-01-31,2025-03-01,161.0,0.0,8594.0,1557.05,7036.95,DE_national,False,none
PE-EMP-00247-03,EMP-00247,2025-03-02,2025-03-31,142.8,0.0,8594.0,1876.92,6717.08,DE_national,False,none
PE-EMP-00247-04,EMP-00247,2025-04-01,2025-04-30,143.1,0.0,8594.0,1558.57,7035.43,DE_national,False,none
PE-EMP-00247-05,EMP-00247,2025-05-01,2025-05-30,163.3,0.0,8594.0,2350.18,6243.82,DE_national,False,none
PE-EMP-00247-06,EMP-00247,2025-05-31,2025-06-29,143.7,0.0,8594.0,2208.76,6385.24,DE_national,False,none
PE-EMP-00248-01,EMP-00248,2025-01-01,2025-01-30,147.5,0.0,8619.0,2360.4,6258.6,federal,False,none
PE-EMP-00248-02,EMP-00248,2025-01-31,2025-03-01,156.8,0.0,8619.0,2234.39,6384.61,federal,False,none
PE-EMP-00248-03,EMP-00248,2025-03-02,2025-03-31,140.3,0.0,8619.0,2233.75,6385.25,federal,False,none
PE-EMP-00248-04,EMP-00248,2025-04-01,2025-04-30,155.2,0.0,8619.0,2256.67,6362.33,federal,False,none
PE-EMP-00248-05,EMP-00248,2025-05-01,2025-05-30,163.9,0.0,8619.0,1624.65,6994.35,federal,False,none
PE-EMP-00248-06,EMP-00248,2025-05-31,2025-06-29,143.9,0.0,8619.0,2206.18,6412.82,federal,False,none
PE-EMP-00249-01,EMP-00249,2025-01-01,2025-01-30,165.0,0.0,7405.0,1936.75,5468.25,DE_national,False,none
PE-EMP-00249-02,EMP-00249,2025-01-31,2025-03-01,148.6,0.0,7405.0,1687.53,5717.47,DE_national,False,none
PE-EMP-00249-03,EMP-00249,2025-03-02,2025-03-31,146.8,0.0,7405.0,1735.38,5669.62,DE_national,False,none
PE-EMP-00249-04,EMP-00249,2025-04-01,2025-04-30,147.5,0.0,7405.0,1735.45,5669.55,DE_national,False,none
PE-EMP-00249-05,EMP-00249,2025-05-01,2025-05-30,140.6,0.0,7405.0,1365.87,6039.13,DE_national,False,none
PE-EMP-00249-06,EMP-00249,2025-05-31,2025-06-29,155.2,0.0,7405.0,1408.85,5996.15,DE_national,False,none
PE-EMP-00250-01,EMP-00250,2025-01-01,2025-01-30,164.8,0.0,8724.0,1932.61,6791.39,FL,False,none
PE-EMP-00250-02,EMP-00250,2025-01-31,2025-03-01,140.0,0.0,8724.0,1766.01,6957.99,FL,False,none
PE-EMP-00250-03,EMP-00250,2025-03-02,2025-03-31,146.3,0.0,8724.0,1906.53,6817.47,FL,False,none
PE-EMP-00250-04,EMP-00250,2025-04-01,2025-04-30,149.9,0.0,8724.0,1820.56,6903.44,FL,False,none
PE-EMP-00250-05,EMP-00250,2025-05-01,2025-05-30,165.8,0.0,8724.0,2167.41,6556.59,FL,False,none
PE-EMP-00250-06,EMP-00250,2025-05-31,2025-06-29,159.2,0.0,8724.0,2193.96,6530.04,FL,False,none
PE-EMP-00251-01,EMP-00251,2025-01-01,2025-01-30,165.2,7.4,4959.84,1384.18,3575.66,federal,False,none
PE-EMP-00251-02-DUP,EMP-00251,2025-01-31,2025-03-01,146.3,14.3,5262.96,1095.65,4167.31,federal,True,duplicate_payment
PE-EMP-00251-03,EMP-00251,2025-03-02,2025-03-31,142.1,5.0,4856.71,1049.29,3807.42,federal,False,none
PE-EMP-00251-04,EMP-00251,2025-04-01,2025-04-30,165.9,1.3,4694.32,865.33,3828.99,federal,False,none
PE-EMP-00251-05,EMP-00251,2025-05-01,2025-05-30,144.2,6.4,4918.62,1050.05,3868.57,federal,False,none
PE-EMP-00251-06,EMP-00251,2025-05-31,2025-06-29,145.1,6.4,4916.41,1324.05,3592.36,federal,False,none
PE-EMP-00252-01,EMP-00252,2025-01-01,2025-01-30,159.2,9.4,4904.06,1023.48,3880.58,CA,False,none
PE-EMP-00252-02,EMP-00252,2025-01-31,2025-03-01,164.5,4.1,4679.86,1076.02,3603.84,CA,False,none
PE-EMP-00252-03,EMP-00252,2025-03-02,2025-03-31,150.3,4.0,4676.25,1265.85,3410.4,CA,False,none
PE-EMP-00252-04,EMP-00252,2025-04-01,2025-04-30,162.4,11.8,5008.09,1333.01,3675.08,CA,False,none
PE-EMP-00252-05,EMP-00252,2025-05-01,2025-05-30,167.4,11.7,5001.07,973.5,4027.57,CA,False,none
PE-EMP-00252-06,EMP-00252,2025-05-31,2025-06-29,144.1,6.7,4791.18,1244.2,3546.98,CA,False,none
PE-EMP-00253-01,EMP-00253,2025-01-01,2025-01-30,167.3,0.0,8290.0,2167.54,6122.46,UK_national,False,none
PE-EMP-00253-02,EMP-00253,2025-01-31,2025-03-01,143.2,0.0,8290.0,1846.56,6443.44,UK_national,False,none
PE-EMP-00253-03,EMP-00253,2025-03-02,2025-03-31,160.3,0.0,8290.0,1612.13,6677.87,UK_national,False,none
PE-EMP-00253-04,EMP-00253,2025-04-01,2025-04-30,149.0,0.0,8290.0,1597.93,6692.07,UK_national,False,none
PE-EMP-00253-05,EMP-00253,2025-05-01,2025-05-30,161.5,0.0,8290.0,1784.51,6505.49,UK_national,False,none
PE-EMP-00253-06,EMP-00253,2025-05-31,2025-06-29,153.8,0.0,8290.0,1891.19,6398.81,UK_national,False,none
PE-EMP-00254-01,EMP-00254,2025-01-01,2025-01-30,167.2,0.0,7896.0,1896.42,5999.58,NY,False,none
PE-EMP-00254-02,EMP-00254,2025-01-31,2025-03-01,157.8,0.0,7896.0,1530.42,6365.58,NY,False,none
PE-EMP-00254-03,EMP-00254,2025-03-02,2025-03-31,166.4,0.0,7896.0,2148.98,5747.02,NY,False,none
PE-EMP-00254-04,EMP-00254,2025-04-01,2025-04-30,150.7,0.0,7896.0,1855.04,6040.96,NY,False,none
PE-EMP-00254-05,EMP-00254,2025-05-01,2025-05-30,155.1,0.0,7896.0,1810.24,6085.76,NY,False,none
PE-EMP-00254-06,EMP-00254,2025-05-31,2025-06-29,155.0,0.0,7896.0,1602.98,6293.02,NY,False,none
PE-EMP-00255-01,EMP-00255,2025-01-01,2025-01-30,142.3,0.0,7309.0,1838.16,5470.84,TX,False,none
PE-EMP-00255-02,EMP-00255,2025-01-31,2025-03-01,154.8,0.0,7309.0,1883.23,5425.77,TX,False,none
PE-EMP-00255-03,EMP-00255,2025-03-02,2025-03-31,162.7,0.0,7309.0,1475.93,5833.07,TX,False,none
PE-EMP-00255-04,EMP-00255,2025-04-01,2025-04-30,142.4,0.0,7309.0,1579.99,5729.01,TX,False,none
PE-EMP-00255-05,EMP-00255,2025-05-01,2025-05-30,145.7,0.0,7309.0,1937.32,5371.68,TX,False,none
PE-EMP-00255-06,EMP-00255,2025-05-31,2025-06-29,150.1,0.0,7309.0,1662.01,5646.99,TX,False,none
PE-EMP-00256-01,EMP-00256,2025-01-01,2025-01-30,143.7,0.0,7386.0,1410.84,5975.16,TX,False,none
PE-EMP-00256-02,EMP-00256,2025-01-31,2025-03-01,165.5,0.0,7386.0,1596.01,5789.99,TX,False,none
PE-EMP-00256-03,EMP-00256,2025-03-02,2025-03-31,163.8,0.0,7386.0,1904.59,5481.41,TX,False,none
PE-EMP-00256-04,EMP-00256,2025-04-01,2025-04-30,143.9,0.0,7386.0,1669.52,5716.48,TX,False,none
PE-EMP-00256-05,EMP-00256,2025-05-01,2025-05-30,163.4,0.0,7386.0,1736.82,5649.18,TX,False,none
PE-EMP-00256-06,EMP-00256,2025-05-31,2025-06-29,166.1,0.0,7386.0,1640.49,5745.51,TX,False,none
